mac,time,_4,_5,_6,_7,_8,_9,_10,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_26,_27,_28,_29,_30,_31,_33,_34,_35,_36,_37,_38,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_54,_55,_56,_57,_58,_59,_60,label
b827ebba9e7b,1651472700.2021751,-0.2659580371144071,-0.23177901086362349,0.14384770404715225,0.41800704883037465,0.17926083514254898,0.03593952633302763,-0.2527894587651566,0.08314404346350616,-0.05919639049660822,-0.022562129111760535,-0.08137916090826698,-0.09203493151220868,0.17455584682533215,-0.04354301986447699,0.07665190587320425,0.10340025988456825,0.15455994348508487,0.16875453363272677,0.09762688721350776,-0.06798820106844178,-0.08705571004778688,-0.0482941827574229,0.0720239408963386,0.028063358160769894,0.13227831866438666,0.14378347720260948,1.0907653710909522,0.13710598556917927,0.18292780189638985,0.342295314249619,0.19555844693850832,-0.05491879478248763,-0.06762153459508032,0.3019396002184484,0.22108018290457396,0.2650578245010613,-0.08042210460167112,0.03236519821194906,0.13856558844740355,0.20330750238698914,0.1715403030690487,-0.13761114258279342,-0.0121407315088982,-0.05010915592872247,0.21621085472199558,-0.18050305941494735,-0.31693543322358747,-0.2445212107348975,0.4097522751092809,0.14528587237975663,0.10931970543533097,-0.10349522783320143,0
b827ebba9e7b,1651472700.7002304,-0.11431700437575462,-0.26224549185966606,-0.19836159736262157,-0.3303266900631617,-0.32937475340302935,-0.524450904102843,-0.30476617000806355,0.0343617567878963,-0.05161526984902697,-0.1975096834806562,-0.3456945844144636,-0.17483672186429125,-0.13604225561054334,-0.1876862999124835,-0.03626452622573623,-0.12911512901947372,-0.018471414697090367,-0.12614303707629942,-0.2113351172683962,-0.12370780695585987,0.04290844326681125,0.0957942412852595,0.14664451165030234,0.09295315893376098,0.22047237858305455,0.5532797693457377,0.13652887664395774,0.36365881287653906,0.3066951810646196,0.12801104207942876,-0.23074550263389543,-0.047634001368632606,0.15813386269641777,0.07247000582786417,-0.21616232714719963,-0.18887897226812728,-0.33393824496074737,-0.0934750171114544,-0.06512810557387975,0.027015992047472428,-0.05801719705342855,-0.17829198202900942,-0.007105942294342551,-0.32030222228137245,-0.05308898110841069,-0.1330696614422748,0.11837145353573787,0.10386758488547779,0.33658674751274986,-0.12456383446184693,-0.2861240038532656,0.1025800677858116,0
b827ebba9e7b,1651472700.8001935,-0.4569939637498088,-0.12213530243449326,0.050931709758144754,0.24131410550689136,0.3668890757040586,0.5217262053736117,0.30580776258855236,0.25543045202914477,0.21488432112977385,0.15043441849415554,0.2086838959514833,0.30319394418117906,0.18752961711306704,0.012367323351400325,0.09037309188443704,0.09371798278139191,0.27190993391110585,0.23681986330770577,0.4005272746487674,0.2771866293931348,0.040597717122100745,0.20006486742955212,0.3613077903455738,0.46437395629471195,0.5548604361204874,0.6725931669596796,0.4135533848940403,0.23507839780745995,0.14431656023970607,0.09278509540989019,0.30289511047188683,0.4763107237064927,0.4285359889863137,0.513000480461906,0.33915501005034665,0.3274980160838824,0.1965345045887743,0.33340196639016717,0.2662437876413211,0.25485656422045977,0.23486553972683072,0.37994878981789426,0.42637145884846145,0.43063223776014864,0.41122965915661963,0.24509911080871505,0.30599461309942233,0.1156254286992666,0.15191607586965597,-0.013602430566170451,0.049244368197890326,-0.33675715548007235,0
b827ebba9e7b,1651472701.400206,0.11437774622950482,-0.4535426260988024,-0.47971817372247383,-0.6703489442289687,-0.7214771587132299,0.06374413147489072,-0.7832276258003318,-0.8668226298635526,-0.754592279950511,-1.268198661516488,-0.11327739298772488,-0.22539012809648584,0.07066203668919932,-0.09126633029977228,-0.031560386854726875,-0.40500239217324285,-0.11175123819051377,-0.2776089564891753,-0.056048995636913096,-0.4818143516077516,-0.2458322501723453,-0.1433139104838235,-0.11432890665479288,-0.017527439750042582,0.501287472393499,-0.11945948857149183,0.03516919018770598,0.0207491126850552,0.12503574903044548,-0.32479893257239995,-0.051627405245989424,0.2636770186139964,0.2752780693659342,-0.032934927523145245,-0.1649743643483747,-0.4609767476248705,-0.15346171750958276,-0.23616412418654895,0.20187097121876937,-0.0014296065991396699,-0.03397455041115773,0.03263842554200138,-0.6659115987869282,-0.9121934743001143,-0.5536117283756459,0.2134835642914982,0.1507984913352588,0.19463575154760562,-0.6227700117967503,-0.9052964605418744,-0.414510543546771,-0.48179062199216993,0
b827ebba9e7b,1651472701.5006957,-0.2466085490631662,-0.4948684349987994,-0.30072122565700293,-0.31956682887901616,-0.3253784868369946,-0.1322255679214992,-0.2603985535075979,-0.2029770613136556,-0.45465940412575073,-0.44811480850590135,-0.10569648214168442,-0.04318316242742066,-0.024436377063920333,-0.1433060075446774,-0.17911381953260222,-0.14858727736257343,-0.23041497085886647,-0.3767772523076345,-0.5064269430010764,-0.5304265247604422,-0.49782613834370065,-0.2738648834513377,-0.08185563038769593,-0.06910872793868407,-0.03911639369347762,0.05997619239423655,0.26547752805063646,-0.0054993505903821955,-0.16830733030608366,-0.3256570488694199,-0.25909505218397466,-0.25893392058564196,-0.05480211180775764,-0.07955920066411093,-0.1182200799597017,-0.15619233821017176,-0.30659040537335414,-0.24982859143921723,-0.06508762961759175,-0.04913294094833416,-0.11567284422845402,-0.2820539078433038,-0.18370991338285694,-0.15978774281329725,-0.13481809567811387,-0.18946480071185487,-0.1678636005919791,-0.1892739169174068,-0.26494430698957844,-0.4902793243095054,-0.5024782126715476,-0.19890135647404977,0
b827ebba9e7b,1651472701.905506,-0.3801628919441793,-0.736522596239687,-0.2513233299289893,-0.17998381063260893,-0.6651187098091811,-0.7345719333740854,-0.5962806739218172,-0.011231776701669555,-0.12483572747195892,-0.27462847322098094,-0.38697334215422624,-0.3079174937011849,-0.4221456930218633,-0.6744837845173739,-0.6773898878308484,-0.579707782094834,-0.24749777245200644,-0.2969135947893788,-0.39005675904760934,-0.5206735547332138,-0.43182403933806535,-0.3444673509948329,-0.34400335384523506,-0.46210270003771026,-0.37993360381385066,0.02846450164887567,0.22451348131902174,-0.3211926154686534,-0.3640783963095142,-0.2981135455244465,-0.37024519886848295,-0.5369052102216471,-0.4662510302705202,-0.1766523073157445,-0.22688576793736034,-0.29156204643969963,-0.6594095012783595,-0.9099913975505577,-0.7536016649060342,-0.3925937091533354,-0.19944116848616733,-0.562540705498607,-0.6216998419250981,-0.29140400216687956,-0.317500799992558,-0.44123066033961633,-0.7159294977150799,-0.6130286450445677,-0.10935074527064483,-0.15557384291534676,-0.8034009497144351,-0.8617766104600155,0
b827ebba9e7b,1651472703.2158678,-0.6518026572453492,-1.1056877516134391,-1.276020711901473,-0.7584183707490798,-0.6919918834382294,-0.7128704846674631,-0.8063773107205815,-0.5587501783378165,-0.5308877042714638,-0.6802726524910467,-0.7782111777394327,-1.0316061154076535,-0.7393800904020685,-0.6726227640385869,-0.5936864692561641,-0.8783933163719863,-0.9693765102941589,-0.8740109381770111,-0.7008875149101643,-0.49049211696748857,-0.9496416081170683,-0.9490787676337978,-0.8071057856868125,-0.4914494711721814,-0.3677797104950966,-0.28830920984190583,-0.3533443200646569,-0.1833489624453867,-0.44529331349234486,-0.6366680093299198,-0.5599010854729548,-0.38840402106009014,-0.6470994869658317,-0.9146044495140165,-0.9775743405925605,-0.7814681035624685,-0.5282108453065102,-0.6210670397786926,-0.82449727860359,-0.9931945038531366,-1.1254198416221224,-1.0386490439518539,-1.2013471812632293,-1.0371838715894939,-0.9271491066254834,-0.521017163817039,-0.6635180484892681,-0.8540827791088371,-1.2358008831230396,-1.57405252714965,-1.3706896642329192,-0.7529964161441862,0
b827ebba9e7b,1651472703.7006457,-0.783837641554321,-0.8390690198049362,-0.5968586437908512,-0.6998765773094022,-0.22623690699259114,0.035461119948819134,-0.1097241536687379,-0.27071947162718996,-0.5968316106404716,-0.3993867531643651,-0.6007560569780778,-0.5879089424975132,-0.28304447477554456,-0.31702607384967285,-0.09569029691947824,-0.035762342334708076,-0.23494386341499196,-0.3436245779507815,-0.20815921379935498,-0.1435132634863607,0.0007092629715969213,0.014745796984737158,0.06984095697570207,0.27093982953154283,0.21361144882479932,-0.10959890120775755,-0.16144168634876657,0.021358924199418827,0.0822693244550027,0.05882011067484587,0.22784658326732346,0.28986977455609353,0.06472916392232159,-0.09630230486514198,-0.300831427037307,-0.13620425687539445,-0.11155821071729641,-0.1642481124449228,-0.03375811733534731,-0.13919413771933836,-0.25306702181090823,-0.11198658240807918,-0.055737453243811415,-0.22268041417789627,0.016575335255730673,0.04076628355838058,0.11903928228644119,-0.17789793595262088,-0.41627854866189556,-0.3047643853230759,-0.5837520460398615,-0.6440704944188534,0
b827ebba9e7b,1651472704.402307,-0.6582755793446353,-0.5097758138607255,-0.1522630322541404,-0.05101817690674642,-0.027395995653477643,0.07853119512790556,-0.17573221608345485,-0.5294142875634542,-0.8193565328385132,-0.8107756935586756,-0.5981901203883551,-0.5308008006232525,-0.4217971612636749,-0.571734065663087,-0.4960930836090353,-0.5653246375309169,-0.39129949030450134,-0.2906541483516225,-0.2769974515729368,-0.3088764457055878,-0.2304705385061918,-0.10958293370612551,-0.16638386084161344,-0.21560680343957406,-0.22490408919929228,-0.019927093918713314,-0.0791726258919372,-0.2471106986344366,-0.45122815406387706,-0.3666131819296279,-0.2916413618017754,-0.18918331246893103,-0.31894250141850644,-0.3869503666799929,-0.5186074153444196,-0.4494844800735097,-0.5316789926534276,-0.5437462721831076,-0.3884263617575747,-0.36709675845713413,-0.28193111008363264,-0.2900303692221768,-0.22376679698523727,-0.025994215265217068,-0.057800681502086636,0.031348408998388366,-0.12375384795403684,-0.08567596565727859,-0.16943114085821856,-0.2134479644708198,-0.29423992124128795,-0.8707127912819336,0
b827ebba9e7b,1651472705.300385,-0.7214705409154906,-1.262452707568038,-0.8837829962235487,-0.1326887501836887,-0.6969409344672269,-0.5762171960335235,-0.4348930738977793,-0.2943395158779368,-0.07353143229060694,-0.1400169039014567,-0.6780902577913068,-0.383946839355038,-0.2286487895846291,-0.4382959773992324,-0.12412856575669752,-0.3498070061679682,0.1162166947622719,0.07584479029031788,-0.19284894537536465,-0.09739719575237846,-0.216671212472331,-0.24731744114349338,-0.08087917378756278,-0.3502450276521132,-0.0006747727299381285,0.6602781029388549,0.026816933454461893,-0.33859406744422926,-0.44114192212513303,-0.2209032298534176,-0.6339028275690992,-0.1656255518820822,-0.24656825466671947,-0.24804832838304394,-0.05343003708415186,-0.21465612182440857,-0.39804300215847477,-0.5862768895627841,-0.6786378049759012,-0.4164368559296504,-0.6070844245325275,-0.4077624870931647,-0.18582610928009416,-0.24174732017726225,-0.2675131730628114,-0.13332014254863503,-0.06865845995351308,0.07863348444993813,-0.02913692020147906,-0.22327000114591036,-0.3780716356350476,0.13205085261503993,0
